text,classification,text_tokens
Gráfico mostra que a covid-19 mata menos pessoas que outras doenças.,0,"['gráfico', 'mostra', 'covid', 'mata', 'doenças']"
"Governador de São Paulo, João Doria, transferiu um helicóptero usado para o casos de saúde para uso pessoal.",0,"['governador', 'paulo', 'joão', 'doria', 'transferiu', 'helicóptero', 'usado', 'casos', 'saúde', 'uso', 'pessoal']"
"Máscaras de prevenção mantêm o CO2 e transforma o ácido no sangue, o que é bom para a proliferação do coronavírus.",0,"['máscaras', 'prevenção', 'mantêm', 'co', 'transforma', 'ácido', 'sangue', 'proliferação', 'coronavírus']"
Médico senegalês diz que a cloroquina é o segredo para um número muito baixo de mortes por COVID-19 no Senegal.,0,"['médico', 'senegalês', 'cloroquina', 'segredo', 'mortes', 'covid', 'senegal']"
Cuba já desenvolveu imunização contra o vírus.,0,"['cuba', 'desenvolveu', 'imunização', 'vírus']"
Cuba desenvolveu uma vacina contra o coronavírus.,0,"['cuba', 'desenvolveu', 'vacina', 'coronavírus']"
As vacinas da COVID-19 virão com um microchip para controlar a população.,0,"['vacinas', 'covid', 'virão', 'microchip', 'controlar', 'população']"
"Vídeo mostrando leitos vazios em um hospital de campanha aberto recentemente em Santo André, confirmando que não há muitos casos naquele município",0,"['vídeo', 'mostrando', 'leitos', 'vazios', 'hospital', 'campanha', 'aberto', 'recentemente', 'santo', 'andré', 'confirmando', 'casos', 'n', 'município']"
"Governador de São Paulo, João Doria, aparece dançando em uma festa e ignorando as recomendações do Ministério da Saúde para evitar multidões.",0,"['governador', 'paulo', 'joão', 'doria', 'aparece', 'dançando', 'festa', 'ignorando', 'recomendações', 'ministério', 'saúde', 'evitar', 'multidões']"
"O governador de São Paulo, João Doria, dançando em uma festa e ignorando as recomendações do Ministério da Saúde para evitar multidões.",0,"['governador', 'paulo', 'joão', 'doria', 'dançando', 'festa', 'ignorando', 'recomendações', 'ministério', 'saúde', 'evitar', 'multidões']"
Semana Bolsonaro é um movimento para reabrir lojas no Brasil e vender produtos com descontos.,0,"['semana', 'bolsonaro', 'movimento', 'reabrir', 'lojas', 'brasil', 'vender', 'produtos', 'descontos']"
"Tedros Adhanom Ghebreyesus, diretor-geral da OMS, é contra o distanciamento social.",0,"['tedros', 'adhanom', 'ghebreyesus', 'diretor', 'oms', 'distanciamento', 'social']"
"Um vídeo de Tedros Adhanom Ghebreyesus, diretor geral da Organização Mundial da Saúde, que afirma ser contra o distanciamento social",0,"['vídeo', 'tedros', 'adhanom', 'ghebreyesus', 'diretor', 'organização', 'mundial', 'saúde', 'afirma', 'distanciamento', 'social']"
Governador de São Paulo ordenou que polícia espancasse pessoas que saíssem às ruas,0,"['governador', 'paulo', 'ordenou', 'polícia', 'espancasse', 'saíssem', 's', 'ruas']"
Um vídeo de um idoso que estava sendo atacado pela polícia militar em São Paulo apenas por andar na rua no meio de uma pandemia,0,"['vídeo', 'idoso', 'atacado', 'polícia', 'militar', 'paulo', 'andar', 'rua', 'pandemia']"
Polícia de São Paulo bate em idosos que circulam pela rua.,0,"['polícia', 'paulo', 'bate', 'idosos', 'circulam', 'rua']"
Vídeo mostra homem sendo atacado por policiais porque estava andando na rua em São Paulo durante a pandemia do novo coronavírus. ,0,"['vídeo', 'mostra', 'homem', 'atacado', 'policiais', 'andando', 'rua', 'paulo', 'pandemia', 'coronavírus']"
"Médicos dão as costas ao prefeito de São Paulo, Bruno Covas, em protesto contra as medidas de quarentena.",0,"['médicos', 'costas', 'prefeito', 'paulo', 'bruno', 'covas', 'protesto', 'medidas', 'quarentena']"
Vídeo mostra agentes do FBI confiscando máscaras da China infectadas com coronavírus.,0,"['vídeo', 'mostra', 'agentes', 'fbi', 'confiscando', 'máscaras', 'china', 'infectadas', 'coronavírus']"
"De acordo com vídeo que circula nas redes sociais, o pico da covid-19 terminou e o isolamento social foi inútil. A declaração é baseada em um estudo israelense.",0,"['acordo', 'vídeo', 'circula', 'redes', 'sociais', 'pico', 'covid', 'terminou', 'isolamento', 'social', 'inútil', 'declaração', 'baseada', 'estudo', 'israelense']"
"Famoso médico brasileiro defende a abordagem do distanciamento social vertical"".""",0,"['famoso', 'médico', 'brasileiro', 'defende', 'abordagem', 'distanciamento', 'social', 'vertical']"
Imagem distorce dados econômicos para sugerir que China se beneficiou do novo coronavírus,1,"['imagem', 'distorce', 'dados', 'econômicos', 'sugerir', 'china', 'beneficiou', 'coronavírus']"
Alimentos alcalinos não ajudam a prevenir ou tratar a Covid-19,1,"['alimentos', 'alcalinos', 'ajudam', 'prevenir', 'tratar', 'covid']"
"Ao comparar mortes por Covid-19 em MG e SP, posts ignoram volume de testes e subnotificação",1,"['comparar', 'mortes', 'covid', 'mg', 'sp', 'posts', 'ignoram', 'volume', 'testes', 'subnotificação']"
"Azitromicina, ivermectina e nitazoxanida não têm eficácia comprovada contra a Covid-19",1,"['azitromicina', 'ivermectina', 'nitazoxanida', 'eficácia', 'comprovada', 'covid']"
Beber água e fazer gargarejos com sal ou vinagre não impedem infecção por coronavírus,1,"['beber', 'água', 'gargarejos', 'sal', 'vinagre', 'impedem', 'infecção', 'coronavírus']"
Bolsonaristas resgatam vídeo antigo de Drauzio Varella para difundir desinformação sobre Covid-19,1,"['bolsonaristas', 'resgatam', 'vídeo', 'antigo', 'drauzio', 'varella', 'difundir', 'desinformação', 'covid']"
Bolsonaristas usam foto de paciente com enfisema pulmonar para promover 'cura' da Covid-19,1,"['bolsonaristas', 'usam', 'foto', 'paciente', 'enfisema', 'pulmonar', 'promover', 'cura', 'covid']"
Ceará não teve mais mortes por doenças respiratórias em 2019 do que em 2020,1,"['ceará', 'mortes', 'doenças', 'respiratórias']"
Chá de boldo não combate sintomas nem cura a Covid-19,1,"['chá', 'boldo', 'combate', 'sintomas', 'cura', 'covid']"
Chás de boldo do chile e de quina quina não previnem nem curam Covid-19,1,"['chás', 'boldo', 'chile', 'quina', 'quina', 'previnem', 'curam', 'covid']"
Cloroquina só foi liberada para pacientes internados com Covid-19; posts omitem informações,1,"['cloroquina', 'liberada', 'pacientes', 'internados', 'covid', 'posts', 'omitem', 'informações']"
Comparação entre Minas e Ceará engana ao omitir nível de testagem de Covid-19 nos estados,1,"['comparação', 'minas', 'ceará', 'engana', 'omitir', 'testagem', 'covid', 'estados']"
Covid-19 não é causada por bactéria nem pode ser curada com aspirina,1,"['covid', 'causada', 'bactéria', 'curada', 'aspirina']"
Decisão da FDA não amplia uso de cloroquina para tratamento da Covid-19 nos EUA,1,"['decisão', 'fda', 'amplia', 'uso', 'cloroquina', 'tratamento', 'covid', 'eua']"
Diretor da OMS não afirmou que quarentena agrava pandemia,1,"['diretor', 'oms', 'afirmou', 'quarentena', 'agrava', 'pandemia']"
É falso que 170 milhões de pessoas se inscreveram para o auxílio emergencial,1,"['falso', 'milhões', 'inscreveram', 'auxílio', 'emergencial']"
É falso que 232 crianças morreram na Itália em decorrência da Covid-19,1,"['falso', 'crianças', 'morreram', 'itália', 'decorrência', 'covid']"
É falso que 3.500 italianos desembarcaram em Búzios após decreto de quarentena em país europeu,1,"['falso', 'italianos', 'desembarcaram', 'búzios', 'decreto', 'quarentena', 'país', 'europeu']"
É falso que álcool deixado dentro de veículo pode pegar fogo,1,"['falso', 'álcool', 'deixado', 'veículo', 'fogo']"
É falso que Banco Mundial classificou Brasil como melhor país no combate à Covid-19,1,"['falso', 'banco', 'mundial', 'classificou', 'brasil', 'melhor', 'país', 'combate', 'covid']"
Bolsonaro não disse que beneficiários de auxílio emergencial de R$ 600 ‘não gostam de trabalhar’,1,"['bolsonaro', 'disse', 'beneficiários', 'auxílio', 'emergencial', 'r', 'gostam']"
É falso que caixões foram enterrados com pedras e madeira em Belo Horizonte,1,"['falso', 'caixões', 'enterrados', 'pedras', 'madeira', 'belo', 'horizonte']"
É falso que Canadá orientou manter a garganta úmida como prevenção ao coronavírus,1,"['falso', 'canadá', 'orientou', 'manter', 'garganta', 'úmida', 'prevenção', 'coronavírus']"
É falso que dados de cartórios indicam que estados supernotificam mortes por Covid-19,1,"['falso', 'dados', 'cartórios', 'indicam', 'estados', 'supernotificam', 'mortes', 'covid']"
É falso que Doria fechou contrato com chineses em 2019 para vacina contra o novo coronavírus,1,"['falso', 'doria', 'fechou', 'contrato', 'chineses', 'vacina', 'coronavírus']"
É falso que estados recebem verba federal a cada óbito registrado por Covid-19,1,"['falso', 'estados', 'recebem', 'verba', 'federal', 'óbito', 'registrado', 'covid']"
É falso que FDA aprovou uso da hidroxicloroquina para todos os pacientes com Covid-19,1,"['falso', 'fda', 'aprovou', 'uso', 'hidroxicloroquina', 'pacientes', 'covid']"
É falso que filho de William Bonner recebe auxílio emergencial de R$ 600,1,"['falso', 'filho', 'william', 'bonner', 'recebe', 'auxílio', 'emergencial', 'r']"
É falso que filme chamado ‘Coronavírus’ foi lançado na China em 2013,1,"['falso', 'filme', 'chamado', 'coronavírus', 'lançado', 'china']"
É falso que foto mostra Maria do Rosário costurando máscaras sem linha,1,"['falso', 'foto', 'mostra', 'maria', 'rosário', 'costurando', 'máscaras', 'linha']"
É falso que governo liberou saques de R$ 470 e R$ 860 do Bolsa Família por causa do coronavírus,1,"['falso', 'governo', 'liberou', 'saques', 'r', 'r', 'bolsa', 'família', 'causa', 'coronavírus']"
É falso que hospitais recebem R$ 18 mil para cada registro de óbito com suspeita de Covid-19,1,"['falso', 'hospitais', 'recebem', 'r', 'registro', 'óbito', 'suspeita', 'covid']"
É falso que hospital de campanha da Unicamp foi desmontado por falta de pacientes,1,"['falso', 'hospital', 'campanha', 'unicamp', 'desmontado', 'pacientes']"
É falso que hospital em Fortaleza fechou ala de Covid-19 por falta de pacientes,1,"['falso', 'hospital', 'fortaleza', 'fechou', 'ala', 'covid', 'pacientes']"
É falso que início do surto de H1N1 foi mais mortal que o de Covid-19,1,"['falso', 'início', 'surto', 'hn', 'mortal', 'covid']"
É falso que Israel conseguiu combater o coronavírus isolando apenas idosos,1,"['falso', 'israel', 'conseguiu', 'combater', 'coronavírus', 'isolando', 'idosos']"
É falso que Mandetta editou ‘protocolo da morte’ que indica Tamiflu para Covid-19,1,"['falso', 'mandetta', 'editou', 'protocolo', 'morte', 'indica', 'tamiflu', 'covid']"
É falso que máscaras importadas da China estão infectadas com o novo coronavírus,1,"['falso', 'máscaras', 'importadas', 'china', 'infectadas', 'coronavírus']"
É falso que número de mortes por Covid-19 caiu após Moro anunciar investigação,1,"['falso', 'mortes', 'covid', 'caiu', 'moro', 'anunciar', 'investigação']"
É falso que número de mortes por Covid-19 caiu em Manaus após visita do ministro da Saúde,1,"['falso', 'mortes', 'covid', 'caiu', 'manaus', 'visita', 'ministro', 'saúde']"
É falso que Brasil seja o país com maior taxa de pessoas recuperadas da Covid-19,1,"['falso', 'brasil', 'país', 'taxa', 'recuperadas', 'covid']"
É falso que o Hospital Central da PM no Rio tem apenas um paciente com Covid-19,1,"['falso', 'hospital', 'central', 'pm', 'rio', 'paciente', 'covid']"
É falso que óbitos por Covid-19 em SP caíram após auditoria do Ministério da Saúde,1,"['falso', 'óbitos', 'covid', 'sp', 'caíram', 'auditoria', 'ministério', 'saúde']"
É falso que OMS alertou que Índia e China exportam máscaras com coronavírus,1,"['falso', 'oms', 'alertou', 'índia', 'china', 'exportam', 'máscaras', 'coronavírus']"
É falso que OMS disse que Coronavac não foi testada em nenhum lugar do mundo,1,"['falso', 'oms', 'disse', 'coronavac', 'testada', 'nenhum', 'mundo']"
É falso que operação da PF fez Rio excluir 1.177 mortes da estatística de Covid-19,1,"['falso', 'operação', 'pf', 'rio', 'excluir', 'mortes', 'estatística', 'covid']"
É falso que pandemia de Covid-19 só reduziu tráfego aéreo no Brasil e no continente africano,1,"['falso', 'pandemia', 'covid', 'reduziu', 'tráfego', 'aéreo', 'brasil', 'continente', 'africano']"
É falso que partidos pediram e STF barrou hospitais militares para pacientes com Covid-19,1,"['falso', 'partidos', 'pediram', 'stf', 'barrou', 'hospitais', 'militares', 'pacientes', 'covid']"
É falso que pesquisa indica tratamento com hidroxicloroquina como o mais eficaz contra Covid-19,1,"['falso', 'pesquisa', 'indica', 'tratamento', 'hidroxicloroquina', 'eficaz', 'covid']"
É falso que polícia apreendeu dinheiro na casa do secretário de Saúde de Belém,1,"['falso', 'polícia', 'apreendeu', 'dinheiro', 'casa', 'secretário', 'saúde', 'belém']"
É falso que policiais prestaram continência a manifestantes contra isolamento em SP,1,"['falso', 'policiais', 'prestaram', 'continência', 'manifestantes', 'isolamento', 'sp']"
É falso que políticas educacionais da OMS incentivam a masturbação infantil,1,"['falso', 'políticas', 'educacionais', 'oms', 'incentivam', 'masturbação', 'infantil']"
É falso que quem dirigir sem máscara de proteção pode receber multa de trânsito,1,"['falso', 'dirigir', 'máscara', 'proteção', 'receber', 'multa', 'trânsito']"
É falso que Rui Costa pediu para prefeita de Porto Seguro inventar 200 casos de Covid-19,1,"['falso', 'rui', 'costa', 'pediu', 'prefeita', 'porto', 'seguro', 'inventar', 'casos', 'covid']"
É falso que SP revisou dados e agora registra apenas 26 mortes por Covid-19,1,"['falso', 'sp', 'revisou', 'dados', 'registra', 'mortes', 'covid']"
É falso que TV italiana noticiou em 2015 que novo coronavírus foi criado em laboratório,1,"['falso', 'tv', 'italiana', 'noticiou', 'coronavírus', 'criado', 'laboratório']"
É falso que uso de máscaras reduz entrada de oxigênio nos pulmões,1,"['falso', 'uso', 'máscaras', 'reduz', 'entrada', 'oxigênio', 'pulmões']"
É falso que vídeo mostre funcionária de lotérica roubando auxílio emergencial de cliente,1,"['falso', 'vídeo', 'mostre', 'funcionária', 'lotérica', 'roubando', 'auxílio', 'emergencial', 'cliente']"
É incorreto dizer que OMS concluiu que assintomáticos não têm potencial de transmitir Covid-19,1,"['incorreto', 'oms', 'concluiu', 'assintomáticos', 'potencial', 'transmitir', 'covid']"
Enfermeiro engana ao dizer em vídeo que estados e municípios faturam com mortes por Covid-19,1,"['enfermeiro', 'engana', 'vídeo', 'estados', 'municípios', 'faturam', 'mortes', 'covid']"
"Fora de contexto, vídeos são usados para acusar chineses de disseminar novo coronavírus",1,"['contexto', 'vídeos', 'usados', 'acusar', 'chineses', 'disseminar', 'coronavírus']"
Foto de hospital recém-aberto em Santo André engana ao sugerir que sistema de saúde está vazio,1,"['foto', 'hospital', 'recém', 'aberto', 'santo', 'andré', 'engana', 'sugerir', 'saúde', 'vazio']"
Foto de Joice Hasselmann em hospital é de março e não tem relação com a Covid-19,1,"['foto', 'joice', 'hasselmann', 'hospital', 'março', 'covid']"
"Foto de policial pisando em manifestante foi registrada na Venezuela, não no Ceará",1,"['foto', 'policial', 'pisando', 'manifestante', 'registrada', 'venezuela', 'ceará']"
Foto de Witzel almoçando em Angra é anterior à pandemia,1,"['foto', 'witzel', 'almoçando', 'angra', 'anterior', 'pandemia']"
Foto e vídeo de Doria em Araçatuba são anteriores à pandemia de Covid-19,1,"['foto', 'vídeo', 'doria', 'araçatuba', 'anteriores', 'pandemia', 'covid']"
Foto em que Mandetta e Helder Barbalho se cumprimentam sem máscaras é de 2019,1,"['foto', 'mandetta', 'helder', 'barbalho', 'cumprimentam', 'máscaras']"
"Foto mostra médicos cubanos em 2013, não profissionais enviados ao AM para conter Covid-19",1,"['foto', 'mostra', 'médicos', 'cubanos', 'profissionais', 'enviados', 'am', 'conter', 'covid']"
Imagens de caixões vazios não mostram fraude no número de casos da Covid-19,1,"['imagens', 'caixões', 'vazios', 'mostram', 'fraude', 'casos', 'covid']"
Globo não veiculou foto de mortos de naufrágio como se fosse de vítimas de Covid-19,1,"['globo', 'veiculou', 'foto', 'mortos', 'naufrágio', 'vítimas', 'covid']"
Governador de NY não mostrou que isolamento é ineficaz contra Covid-19,1,"['governador', 'ny', 'mostrou', 'isolamento', 'ineficaz', 'covid']"
Governo da Alemanha não enviou à China conta bilionária de prejuízos com a pandemia,1,"['governo', 'alemanha', 'enviou', 'china', 'conta', 'bilionária', 'prejuízos', 'pandemia']"
Governo não iniciou cadastro para 'auxílio-cidadão' de R$ 200 contra coronavírus,1,"['governo', 'iniciou', 'cadastro', 'auxílio', 'cidadão', 'r', 'coronavírus']"
"Governo não liberou saque de fundo previdenciário, que nem mesmo existe",1,"['governo', 'liberou', 'saque', 'fundo', 'previdenciário', 'existe']"
"Governo não liberou saque de fundo previdenciário, que nem mesmo existe",1,"['governo', 'liberou', 'saque', 'fundo', 'previdenciário', 'existe']"
Gráfico desatualizado engana ao comparar mortes por Covid-19 com as de outras doenças,1,"['gráfico', 'desatualizado', 'engana', 'comparar', 'mortes', 'covid', 'doenças']"
Haddad não celebrou aniversário com amigos durante a pandemia; foto é de 2018,1,"['haddad', 'celebrou', 'aniversário', 'amigos', 'pandemia', 'foto']"
"Homem foi encontrado vivo em saco funerário na Bahia em 2014, não recentemente",1,"['homem', 'encontrado', 'vivo', 'saco', 'funerário', 'bahia', 'recentemente']"
Hospital de Campanha do Pacaembu não está vazio nem faz triagens,1,"['hospital', 'campanha', 'pacaembu', 'vazio', 'triagens']"
Israel não descobriu cura ou vacina para o coronavírus,1,"['israel', 'descobriu', 'cura', 'vacina', 'coronavírus']"
Médicos não indicaram vitamina C e chá de erva-doce contra coronavírus,1,"['médicos', 'indicaram', 'vitamina', 'c', 'chá', 'erva', 'doce', 'coronavírus']"
Ministério da Saúde não orientou que parentes duvidem de atestados de óbito por Covid-19,1,"['ministério', 'saúde', 'orientou', 'parentes', 'duvidem', 'atestados', 'óbito', 'covid']"
Morte de 'borracheiro' não consta de dados oficiais de letalidade pelo novo coronavírus,1,"['morte', 'borracheiro', 'consta', 'dados', 'oficiais', 'letalidade', 'coronavírus']"
Não é possível afirmar que pacientes foram curados por cloroquina ou corticoides no Piauí,1,"['afirmar', 'pacientes', 'curados', 'cloroquina', 'corticoides', 'piauí']"
Não é verdade que Covid-19 pode ser tratada com antibióticos,1,"['covid', 'tratada', 'antibióticos']"
Não é verdade que diretor da OMS recuou de recomendação de isolamento social,1,"['diretor', 'oms', 'recuou', 'recomendação', 'isolamento', 'social']"
Não é verdade que governo federal vai multar pessoas que circularem nas ruas,1,"['governo', 'federal', 'multar', 'circularem', 'ruas']"
Não é verdade que morte por atropelamento em SP foi registrada como Covid-19,1,"['morte', 'atropelamento', 'sp', 'registrada', 'covid']"
Não é verdade que o remédio ivermectina cure a Covid-19,1,"['remédio', 'ivermectina', 'cure', 'covid']"
Não é verdade que STF afastou Bolsonaro de ações para o controle da pandemia,1,"['stf', 'afastou', 'bolsonaro', 'ações', 'controle', 'pandemia']"
Não é verdade que uso prolongado de máscara de proteção causa hipóxia,1,"['uso', 'prolongado', 'máscara', 'proteção', 'causa', 'hipóxia']"
Não é verdade que vacina cura Covid-19 em três horas,1,"['vacina', 'cura', 'covid']"
Não existe a taxa de sobrevivência à Covid-19 citada em posts nas redes sociais,1,"['existe', 'taxa', 'sobrevivência', 'covid', 'citada', 'posts', 'redes', 'sociais']"
Não há evidência científica de que auto-hemoterapia cure a Covid-19,1,"['evidência', 'científica', 'auto', 'hemoterapia', 'cure', 'covid']"
Não há evidências de que o uso prolongado de máscaras torna o sangue ácido,1,"['evidências', 'uso', 'prolongado', 'máscaras', 'torna', 'sangue', 'ácido']"
Não houve saques em supermercados de São Vicente por causa do coronavírus,1,"['saques', 'supermercados', 'vicente', 'causa', 'coronavírus']"
Nobel de Medicina não disse que novo coronavírus foi criado pela China,1,"['nobel', 'medicina', 'disse', 'coronavírus', 'criado', 'china']"
Notícia sobre suicídio de empresário que demitiu 223 é antiga e sem relação com a pandemia,1,"['notícia', 'suicídio', 'empresário', 'demitiu', 'antiga', 'pandemia']"
Número de mortes por Covid-19 no Amazonas não caiu após visita de Teich,1,"['mortes', 'covid', 'amazonas', 'caiu', 'visita', 'teich']"
Número de mortos por milhão de habitantes não evidencia que pandemia no Brasil é menos grave,1,"['mortos', 'milhão', 'habitantes', 'evidencia', 'pandemia', 'brasil', 'grave']"
Número de registros de óbitos no Brasil em abril não foi menor que em 2019 e 2018,1,"['registros', 'óbitos', 'brasil', 'abril']"
OMS não orientou evitar sexo com animais para se prevenir do coronavírus,1,"['oms', 'orientou', 'evitar', 'sexo', 'animais', 'prevenir', 'coronavírus']"
Pazuello não disse que ‘suspeita de Covid-19’ não pode mais constar em atestados de óbito,1,"['pazuello', 'disse', 'suspeita', 'covid', 'constar', 'atestados', 'óbito']"
Posts distorcem fala de porta-voz da OMS para sugerir que entidade recuou sobre quarentena,1,"['posts', 'distorcem', 'fala', 'porta', 'voz', 'oms', 'sugerir', 'entidade', 'recuou', 'quarentena']"
Bruno Covas não proibiu nem disse que usou cloroquina,1,"['bruno', 'covas', 'proibiu', 'disse', 'usou', 'cloroquina']"
Presidente chinês não disse que pandemia é início de nova era para o socialismo,1,"['presidente', 'chinês', 'disse', 'pandemia', 'início', 'socialismo']"
Presos não vão monitorar a população em pontos de ônibus no Pará,1,"['presos', 'monitorar', 'população', 'ônibus', 'pará']"
Prisão de professor de Harvard ligado à universidade de Wuhan não tem relação com Covid-19,1,"['prisão', 'professor', 'harvard', 'universidade', 'wuhan', 'covid']"
Profissionais de saúde não viraram as costas para Bruno Covas; vídeo foi gravado na Bélgica,1,"['profissionais', 'saúde', 'viraram', 'costas', 'bruno', 'covas', 'vídeo', 'gravado', 'bélgica']"
Projeto aprovado pela Câmara não obriga a usar máscara dentro de casa,1,"['projeto', 'aprovado', 'câmara', 'obriga', 'máscara', 'casa']"
Rodrigo Maia não descartou projeto do governo Bolsonaro sobre quarentena,1,"['rodrigo', 'maia', 'descartou', 'projeto', 'governo', 'bolsonaro', 'quarentena']"
Substâncias presentes no boldo e na quina não tratam Covid-19,1,"['substâncias', 'presentes', 'boldo', 'quina', 'tratam', 'covid']"
Tabela que compara mortes por Covid-19 com outras causas traz dados falsos,1,"['tabela', 'compara', 'mortes', 'covid', 'causas', 'traz', 'dados', 'falsos']"
Texto que acusa China de criar coronavírus para obter vantagem econômica reúne informações falsas,1,"['texto', 'acusa', 'china', 'criar', 'coronavírus', 'obter', 'vantagem', 'econômica', 'reúne', 'informações', 'falsas']"
Vídeo compartilhado por Bolsonaro engana ao afirmar que Ceasa em MG está desabastecida,1,"['vídeo', 'compartilhado', 'bolsonaro', 'engana', 'afirmar', 'ceasa', 'mg', 'desabastecida']"
Vídeo de briga entre ambulantes e fiscais em SP é antigo e não tem relação com isolamento,1,"['vídeo', 'briga', 'ambulantes', 'fiscais', 'sp', 'antigo', 'isolamento']"
Vídeo de militares correndo na praia é antigo e não tem relação com isolamento social,1,"['vídeo', 'militares', 'correndo', 'praia', 'antigo', 'isolamento', 'social']"
Vídeo de protesto contra governo Dilma é difundido como fosse de ato pró-Bolsonaro,1,"['vídeo', 'protesto', 'governo', 'dilma', 'difundido', 'ato', 'pró', 'bolsonaro']"
Vídeo em que ministro de Israel defende isolar apenas idosos é anterior às restrições no país,1,"['vídeo', 'ministro', 'israel', 'defende', 'isolar', 'idosos', 'anterior', 's', 'restrições', 'país']"
"Vídeo em que policial atira em surfista foi gravado na Costa Rica, não no Brasil",1,"['vídeo', 'policial', 'atira', 'surfista', 'gravado', 'costa', 'rica', 'brasil']"
Vídeo não mostra homem enterrado vivo nem tem relação com a pandemia,1,"['vídeo', 'mostra', 'homem', 'enterrado', 'vivo', 'pandemia']"
Vídeo que mostra ação da PM em praia é antigo e sem relação com isolamento social,1,"['vídeo', 'mostra', 'ação', 'pm', 'praia', 'antigo', 'isolamento', 'social']"
Vídeo que mostra descarte de alimentos na Ceagesp é antigo e sem relação com isolamento,1,"['vídeo', 'mostra', 'descarte', 'alimentos', 'ceagesp', 'antigo', 'isolamento']"
Vitamina C com zinco não previne nem trata sintomas do novo coronavírus,1,"['vitamina', 'c', 'zinco', 'previne', 'trata', 'sintomas', 'coronavírus']"
"
  Médicos não recomendam chá de erva-doce para combater o novo coronavírus",1,"['médicos', 'recomendam', 'chá', 'erva', 'doce', 'combater', 'coronavírus']"
"
  O vídeo em que Drauzio Varella diz que continuará andando nas ruas é de 30 de janeiro, antes da chegada do novo coronavírus ao Brasil",1,"['vídeo', 'drauzio', 'varella', 'continuará', 'andando', 'ruas', 'janeiro', 'chegada', 'coronavírus', 'brasil']"
 #Verificamos: É falso que patente prove que farmacêuticas espalharam novo coronavírus para vender vacinas,1,"['verificamos', 'falso', 'patente', 'prove', 'farmacêuticas', 'espalharam', 'coronavírus', 'vender', 'vacinas']"
" #Verificamos: É falso que coronavírus infectou 2,8 milhões e matou 112 mil na China",1,"['verificamos', 'falso', 'coronavírus', 'infectou', 'milhões', 'matou', 'china']"
 #Verificamos: É montagem tuíte de ‘O Globo’ dizendo que paciente com coronavírus mordeu médico,1,"['verificamos', 'montagem', 'tuíte', 'globo', 'dizendo', 'paciente', 'coronavírus', 'mordeu', 'médico']"
 #Verificamos: Empresa chinesa com logo ‘inspirado’ no game Resident Evil não tem relação com coronavírus,1,"['verificamos', 'empresa', 'chinesa', 'inspirado', 'game', 'resident', 'evil', 'coronavírus']"
 #Verificamos: Foto de pessoas caídas na rua é antiga e não tem relação com o novo coronavírus,1,"['verificamos', 'foto', 'caídas', 'rua', 'antiga', 'coronavírus']"
" #Verificamos: É da Indonésia, e não da China, vídeo em feira que vende carne de cobra, rato e outros animais",1,"['verificamos', 'indonésia', 'china', 'vídeo', 'feira', 'vende', 'carne', 'cobra', 'rato', 'animais']"
 #Verificamos: É falso que chá de erva-doce pode ser usado como tratamento contra o novo coronavírus,1,"['verificamos', 'falso', 'chá', 'erva', 'doce', 'usado', 'tratamento', 'coronavírus']"
 #Verificamos: Suspeita de infecção por novo coronavírus através de encomendas não tem nenhum embasamento científico,1,"['verificamos', 'suspeita', 'infecção', 'coronavírus', 'encomendas', 'nenhum', 'embasamento', 'científico']"
 #Verificamos: É falso que paciente em hospital no Maranhão foi diagnosticado com novo coronavírus,1,"['verificamos', 'falso', 'paciente', 'hospital', 'maranhão', 'diagnosticado', 'coronavírus']"
" #Verificamos: Novo vídeo mostra mercado que vende morcegos na Indonésia, não na China",1,"['verificamos', 'vídeo', 'mostra', 'mercado', 'vende', 'morcegos', 'indonésia', 'china']"
 #Verificamos: Estudo não prova que novo coronavírus tem proteína do HIV,1,"['verificamos', 'estudo', 'prova', 'coronavírus', 'proteína', 'hiv']"
 #Verificamos: É falso que ‘imagens de satélite’ indicam ‘cremação em massa’ de vítimas de coronavírus na China,1,"['verificamos', 'falso', 'imagens', 'satélite', 'indicam', 'cremação', 'massa', 'vítimas', 'coronavírus', 'china']"
 #Verificamos: É falso que Os Simpsons previram a chegada do novo coronavírus,1,"['verificamos', 'falso', 'simpsons', 'previram', 'chegada', 'coronavírus']"
 #Verificamos: É falso que vinagre é mais eficiente que álcool gel na proteção contra o novo coronavírus,1,"['verificamos', 'falso', 'vinagre', 'eficiente', 'álcool', 'gel', 'proteção', 'coronavírus']"
 #Verificamos: É falso texto que indica vitamina C e água quente com limão como prevenção contra o novo coronavírus,1,"['verificamos', 'falso', 'texto', 'indica', 'vitamina', 'c', 'água', 'quente', 'limão', 'prevenção', 'coronavírus']"
 #Verificamos: É falso que higienizar as mãos com álcool gel influencia no teste do bafômetro,1,"['verificamos', 'falso', 'higienizar', 'mãos', 'álcool', 'gel', 'influencia', 'teste', 'bafômetro']"
 #Verificamos: Texto traz informações falsas sobre características do novo coronavírus,1,"['verificamos', 'texto', 'traz', 'informações', 'falsas', 'características', 'coronavírus']"
 #Verificamos: É falso que Cuba fabricou uma vacina contra o novo coronavírus,1,"['verificamos', 'falso', 'cuba', 'fabricou', 'vacina', 'coronavírus']"
 #Verificamos: É falso que quem consegue prender a respiração por mais de 10 segundos não está infectado pelo novo coronavírus,1,"['verificamos', 'falso', 'consegue', 'prender', 'respiração', 'segundos', 'infectado', 'coronavírus']"
